MP,Party,PGroup,Constituency,Gender,Advice,BooksArticles,Job,Speeches,Survey,TVRadio,Uncategorised,Total,Party_Conservative,Party_Labour,Party_Liberal.Democrat,Party_Other,Party_Scottish.National.Party,ons_id,ons_region_id,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,conp,labp,majp,birth_date,email,family_name,gender,given_name,id,image,sort_name,honorific_prefix,death_date,dob,age,wiki,alma,oxbridge,totalfit,confit,labfit,xcentre,ycentre
Geoffrey Robinson,Labour,Labour,Coventry North West,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000650,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:52,Lab hold,Lab,Con,75196,49849,88,8580,18314,26894,1286,1525,666,0,0,0,0,0,0,0,1164,0,0.367389516,0.539509318,17.2119802,25/05/1938,robinsong@parliament.uk,Robinson,male,Geoffrey,7df1817e-ff99-4429-ac3a-16f7ad83ab12,https://candidates.democracyclub.org.uk/media/images/images/1572.png,"Robinson, Mr Geoffrey",NA,NA,25/05/1938,83,https://en.wikipedia.org/wiki/Geoffrey_Robinson,"Clare College, Cambridge Yale University",TRUE,NA,NA,NA,-2.195521903,52.98283271
Matt Rodda,Labour,Labour,Reading East,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000889,E12000008,Berkshire,South East,England,Borough,09/06/2017 04:14,Lab gain from Con,Lab,Con,75537,55238,132,3749,23344,27093,3378,0,1093,0,0,0,0,0,0,0,330,0,0.422607625,0.49047757,6.7869945,15/12/1966,matt.rodda.mp@parliament.uk,Rodda,male,Matt,2aca3a28-a45e-413b-95d7-d0e212247538,https://upload.wikimedia.org/wikipedia/commons/3/3b/Official_portrait_of_Matt_Rodda_crop_3.jpg,"Rodda, Matt",NA,NA,15/12/1966,54,https://en.wikipedia.org/wiki/Matt_Rodda,University of Sussex,FALSE,NA,NA,NA,-2.739178864,51.61397278
Andrew Rosindell,Conservative,Conservative,Romford,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000900,E12000007,London,London,England,Borough,09/06/2017 02:47,Con hold,Con,Lab,73493,49944,126,13778,29671,15893,1215,2350,815,0,0,0,0,0,0,0,0,0,0.594085376,0.318216402,27.5868973,17/03/1966,andrew.rosindell.mp@parliament.uk,NA,male,Andrew,c0b4d2cb-7428-48e5-affb-6eef195eec68,https://candidates.democracyclub.org.uk/media/images/553500a8b247335574a42e4c.png,"Rosindell, Andrew",NA,NA,17/03/1966,55,https://en.wikipedia.org/wiki/Andrew_Rosindell,NA,NA,NA,NA,NA,0.794581977,52.303692
Chris Ruane,Labour,Labour,Vale Of Clwyd,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000060,W92000004,Clwyd,Wales,Wales,County,09/06/2017 01:40,Lab gain from Con,Lab,Con,56890,38684,91,2379,17044,19423,666,0,0,0,1551,0,0,0,0,0,0,0,0.440595595,0.502093889,6.1498294,18/07/1958,chris.ruane.mp@parliament.uk,Ruane,male,Chris,873c0f5f-c92e-4be3-b5a3-5607b0ac1680,https://upload.wikimedia.org/wikipedia/commons/6/6a/Official_portrait_of_Chris_Ruane_crop_2.jpg,"Ruane, Chris",NA,NA,18/07/1958,63,https://en.wikipedia.org/wiki/Chris_Ruane,"University College Wales, AberystwythUniversity of Liverpool",FALSE,NA,NA,NA,-4.37014495,53.55658477
Lloyd Russell-Moyle,Labour,Labour,"Brighton, Kemptown",Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000597,E12000008,East Sussex,South East,England,Borough,09/06/2017 04:42,Lab gain from Con,Lab,Con,67893,49207,154,9868,18835,28703,1457,0,0,0,0,0,0,0,0,0,212,0,0.382770744,0.583311317,20.0540573,14/09/1986,lloyd.russellmoyle.mp@parliament.uk,NA,male,Lloyd,f9b31013-ddf2-45dc-9cde-f4d9ca313c2d,https://upload.wikimedia.org/wikipedia/commons/c/cb/Official_portrait_of_Lloyd_Russell-Moyle_crop_2.jpg,"Russell-Moyle, Lloyd",NA,NA,14/09/1986,35,https://en.wikipedia.org/wiki/Lloyd_Russell-Moyle,University of BradfordUniversity of Sussex,FALSE,NA,NA,NA,-0.020900444,50.81268757
David Rutley,Conservative,Conservative,Macclesfield,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000802,E12000002,Cheshire,North West,England,County,09/06/2017 04:34,Con hold,Con,Lab,75228,54307,137,8608,28595,19987,3350,0,1213,0,0,0,0,0,0,0,1162,0,0.52654354,0.36803727,15.850627,07/03/1961,david.rutley.mp@parliament.uk,Rutley,male,David,86ff282f-0de9-4e04-a5e8-92acd8b2c49c,https://candidates.democracyclub.org.uk/media/images/553506cdb247335574a42e63.png,"Rutley, David",NA,NA,07/03/1961,60,https://en.wikipedia.org/wiki/David_Rutley,London School of EconomicsHarvard University,FALSE,NA,NA,NA,-3.282835117,53.36618925
Bob Seely,Conservative,Conservative,Isle Of Wight,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000762,E12000008,Isle of Wight,South East,England,County,09/06/2017 03:09,Con hold,Con,Lab,110683,74479,95,21069,38190,17121,2740,1921,12915,0,0,0,0,0,0,0,1592,0,0.512761987,0.229876878,28.2885109,1966,bob.seely.mp@parliament.uk,NA,male,Robert,ba9576bf-55b1-4c03-a12d-701de922f73a,https://upload.wikimedia.org/wikipedia/commons/e/ed/Official_portrait_of_Mr_Bob_Seely_crop_2.jpg,"Seely, Mr Bob",NA,NA,NA,NA,https://en.wikipedia.org/wiki/Bob_Seely,Harrow School,FALSE,NA,NA,NA,-2.739178864,50.40680446
Naseem Shah,Labour,Labour,Bradford West,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000589,E12000003,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:00,Lab hold,Lab,Con,67568,45528,221,21902,7542,29444,712,885,481,0,0,0,0,0,0,0,6464,0,0.165656299,0.646722896,48.1066596,13/11/1973,naz.shah.mp@parliament.uk,Shah,female,NA,5baaa374-7f35-41d5-8937-456f932cecf3,https://candidates.democracyclub.org.uk/media/images/553bec3810284be476aae8b7.png,"Shah, Naz",NA,NA,13/11/1973,48,https://en.wikipedia.org/wiki/Naz_Shah,NA,NA,NA,NA,NA,-2.467350417,54.95748631
Jim Shannon,Other,Other,Strangford,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,N06000016,N92000002,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 01:28,DUP hold,DUP,Alliance,64327,38749,77,18343,507,0,0,0,607,0,0,24036,1083,2404,4419,5693,0,0,0.013084209,0,47.3379958,25/03/1955,jim.shannon.mp@parliament.uk,Shannon,male,Jim,40eaf82a-57c1-4536-a4b7-e342a70bc417,https://candidates.democracyclub.org.uk/media/images/5535721f367dc5383f552ccd.png,"Shannon, Jim",NA,NA,25/03/1955,66,https://en.wikipedia.org/wiki/Jim_Shannon,NA,NA,NA,NA,NA,-6.272939618,54.7734439
Alok Sharma,Conservative,Conservative,Reading West,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000890,E12000008,Berkshire,South East,England,County,09/06/2017 03:38,Con hold,Con,Lab,74523,51766,147,2876,25311,22435,3041,0,979,0,0,0,0,0,0,0,0,0,0.488950276,0.433392574,5.5557702,07/09/1967,alok.sharma.mp@parliament.uk,Sharma,male,Alok,2005f337-e88f-4ee3-b899-f1496f636a10,https://candidates.democracyclub.org.uk/media/images/5534f5a1b247335574a42e2e.png,"Sharma, Alok",NA,NA,07/09/1967,54,https://en.wikipedia.org/wiki/Alok_Sharma,University of Salford,FALSE,NA,NA,NA,-3.011007437,51.71315375
Barry Sheerman,Labour,Labour,Huddersfield,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000756,E12000003,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:07,Lab hold,Lab,Con,67037,43834,116,12005,14465,26470,1155,0,1395,0,0,0,0,0,0,0,349,0,0.329994981,0.603869143,27.3874162,17/08/1940,sheermanb@parliament.uk,NA,male,Barry,de0fa8f6-01c6-4675-82ae-9ad986f2f2c0,https://candidates.democracyclub.org.uk/media/images/551a0641b989d5e837ae99d6.png,"Sheerman, Mr Barry",NA,NA,17/08/1940,81,https://en.wikipedia.org/wiki/Barry_Sheerman,London School of EconomicsUniversity of London,FALSE,NA,NA,NA,-1.923695557,54.7734439
Tommy Sheppard,SNP,Other,Edinburgh East,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000022,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 03:13,SNP hold,SNP,Lab,65896,43523,100,3425,8081,15084,1849,0,0,18509,0,0,0,0,0,0,0,0,0.185671944,0.346575374,7.8694024,06/03/1959,tommy.sheppard.mp@parliament.uk,Sheppard,male,Tommy,cf16f518-7366-47ce-8846-c75ef871d509,https://candidates.democracyclub.org.uk/media/images/553624284eb6352b1643ebcb.png,"Sheppard, Tommy",NA,NA,06/03/1959,62,https://en.wikipedia.org/wiki/Tommy_Sheppard,NA,NA,NA,NA,NA,-2.739178864,56.66432128
Paula Sherriff,Labour,Labour,Dewsbury,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000666,E12000003,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:20,Lab hold,Lab,Con,81343,56545,155,3321,25493,28814,1214,0,1024,0,0,0,0,0,0,0,0,0,0.45084446,0.509576444,5.8731983,16/04/1975,paula.sherriff.mp@parliament.uk,Sherriff,female,Paula,3e204307-fe2f-47b0-9d44-d62037ccd4a4,https://candidates.democracyclub.org.uk/media/images/images/4319.png,"Sherriff, Paula",NA,NA,16/04/1975,46,https://en.wikipedia.org/wiki/Paula_Sherriff,NA,NA,NA,NA,NA,-1.651868975,54.68110732
Chris Skidmore,Conservative,Conservative,Kingswood,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000774,E12000009,Avon,South West,England,Borough,09/06/2017 04:20,Con hold,Con,Lab,69368,48741,116,7500,26754,19254,1749,0,984,0,0,0,0,0,0,0,0,0,0.548901336,0.395026774,15.3874561,17/05/1981,chris.skidmore.mp@parliament.uk,Skidmore,male,Chris,91996363-564b-4b90-bece-bc93ae413949,https://candidates.democracyclub.org.uk/media/images/5534e394b247335574a42e14.png,"Skidmore, Chris",NA,NA,17/05/1981,40,https://en.wikipedia.org/wiki/Chris_Skidmore,"Christ Church, Oxford",TRUE,NA,NA,NA,-3.826490034,51.61397278
Dennis Skinner,Labour,Labour,Bolsover,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000577,E12000004,Derbyshire,East Midlands,England,County,09/06/2017 04:19,Lab hold,Lab,Con,73429,46519,107,5288,18865,24153,1372,2129,0,0,0,0,0,0,0,0,0,0,0.405533223,0.519207206,11.3673983,11/02/1932,skinnerd@parliament.uk,Skinner,male,Dennis,4ffadd2a-9b83-4f9d-b4b3-f0497c611e85,https://candidates.democracyclub.org.uk/media/images/55322a4729c5d53959d9e446.png,"Skinner, Mr Dennis",NA,NA,11/02/1932,89,https://en.wikipedia.org/wiki/Dennis_Skinner,Ruskin College,FALSE,NA,NA,NA,-1.380040571,54.21626336
Ruth Smeeth,Labour,Labour,Stoke-On-Trent North,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000973,E12000005,Staffordshire,West Midlands,England,Borough,09/06/2017 04:32,Lab hold,Lab,Con,71558,41786,123,2359,18913,21272,916,0,685,0,0,0,0,0,0,0,0,0,0.452615709,0.509070023,5.6454315,29/06/1979,ruth.smeeth.mp@parliament.uk,NA,female,Ruth,85976fc5-f307-40ee-85af-e64e779cec49,https://candidates.democracyclub.org.uk/media/images/5481e895b150e238702c05dc.png,"Smeeth, Ruth",NA,NA,29/06/1979,42,https://en.wikipedia.org/wiki/Ruth_Smeeth,University of Birmingham,FALSE,NA,NA,NA,-2.739178864,54.68110732
Jeff Smith,Labour,Labour,"Manchester, Withington",Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000809,E12000002,Greater Manchester,North West,England,Borough,09/06/2017 03:17,Lab hold,Lab,LD,74654,53602,134,29875,5530,38424,8549,0,865,0,0,0,0,0,0,0,234,0,0.103167792,0.716838924,55.7348606,26/01/1963,jeff.smith.mp@parliament.uk,Smith,male,Jeff,779c0f24-a828-4972-bdc0-4887c5daac8b,https://candidates.democracyclub.org.uk/media/images/5481e839b150e238702c05af.png,"Smith, Jeff",NA,NA,26/01/1963,58,https://en.wikipedia.org/wiki/Jeff_Smith_(British_politician),University of Manchester,FALSE,NA,NA,NA,-3.282835117,53.74612755
Chloe Smith,Conservative,Conservative,Norwich North,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000863,E12000006,Norfolk,East,England,Borough,09/06/2017 02:59,Con hold,Con,Lab,66924,45895,82,507,21900,21393,1480,0,782,0,0,0,0,0,0,0,340,0,0.477176163,0.466129208,1.1046955,17/05/1982,chloe@chloesmith.org.uk,Smith,female,Chloe,75202701-7c72-4eff-aeda-a74106afb3bb,https://candidates.democracyclub.org.uk/media/images/5534f64bb247335574a42e33.png,"Smith, Chloe",NA,NA,17/05/1982,39,https://en.wikipedia.org/wiki/Chloe_Smith,University of York,FALSE,NA,NA,NA,1.338238634,52.88645805
Julian Smith,Conservative,Conservative,Skipton And Ripon,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000928,E12000003,North Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:44,Con hold,Con,Lab,78104,58138,186,19985,36425,16440,0,0,3734,0,0,0,0,0,0,0,1539,0,0.62652654,0.282775465,34.3751075,30/08/1971,julian.smith.mp@parliament.uk,Smith,male,Julian,8ab6a9ba-4ba2-4695-ba20-4064a839c0d7,https://candidates.democracyclub.org.uk/media/images/5534f39ab247335574a42e26.png,"Smith, Julian",The Right Honourable,NA,30/08/1971,50,https://en.wikipedia.org/wiki/Julian_Smith_(politician),University of Birmingham,FALSE,NA,NA,NA,-1.651868975,55.5950394
Eleanor Smith,Labour,Labour,Wolverhampton South West,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14001051,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:31,Lab hold,Lab,Con,59971,42346,115,2185,18714,20899,784,1012,579,0,0,0,0,0,0,0,358,0,0.441930761,0.493529495,5.1598734,05/07/1957,eleanor.smith.mp@parliament.uk,Smith,female,Eleanor,730d8cf7-b77f-435f-81f2-47d43c44b81d,https://upload.wikimedia.org/wikipedia/commons/4/45/Official_portrait_of_Eleanor_Smith_crop_2.jpg,"Smith, Eleanor",NA,NA,05/07/1957,64,https://en.wikipedia.org/wiki/Eleanor_Smith_(politician),NA,NA,NA,NA,NA,-3.282835117,53.1749392
Nick Smith,Labour,Labour,Blaenau Gwent,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000072,W92000004,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:01,Lab hold,Lab,PC,51227,32384,35,11907,4783,18787,295,973,0,0,6880,0,0,0,0,0,666,0,0.147696393,0.580132164,36.7681571,14/01/1960,nick.smith.mp@parliament.uk,Smith,male,Nick,f32fbc93-98a4-44a5-82de-aea07a8094cb,https://candidates.democracyclub.org.uk/media/images/5534f5bbb247335574a42e2f.png,"Smith, Nick",NA,NA,14/01/1960,61,https://en.wikipedia.org/wiki/Nick_Smith_(British_politician),"Birkbeck, University of London",FALSE,NA,NA,NA,-4.37014495,52.59604334
Cat Smith,Labour,Labour,Lancaster And Fleetwood,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000776,E12000002,Lancashire,North West,England,County,09/06/2017 03:57,Lab hold,Lab,Con,67154,45989,94,6661,18681,25342,1170,0,796,0,0,0,0,0,0,0,0,0,0.406205832,0.551044815,14.4838983,16/06/1985,cat.smith.mp@parliament.uk,Smith,female,Catherine,b190b6bf-8adc-484d-aabb-d2e0dd7399ce,https://candidates.democracyclub.org.uk/media/images/5481e82eb150e238702c05a7.png,"Smith, Cat",NA,NA,16/06/1985,36,https://en.wikipedia.org/wiki/Cat_Smith,Lancaster University,FALSE,NA,NA,NA,-3.282835117,55.5950394
Owen Smith,Labour,Labour,Pontypridd,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000075,W92000004,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 01:57,Lab hold,Lab,Con,60564,39894,106,11448,10655,22103,1963,1071,0,0,4102,0,0,0,0,0,0,0,0.267082769,0.554043215,28.6960445,02/03/1970,Owen.Smith.MP@parliament.uk,Smith,male,Owen,2a551c45-502a-40ea-bd5c-842cbe1357f4,https://candidates.democracyclub.org.uk/media/images/553c0b40a8c0192f732ca8ed.png,"Smith, Owen",NA,NA,02/03/1970,51,https://en.wikipedia.org/wiki/Owen_Smith,University of Sussex,FALSE,NA,NA,NA,-4.641973564,52.10771151
Gareth Snell,Labour,Labour,Stoke-On-Trent Central,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000972,E12000005,Staffordshire,West Midlands,England,Borough,09/06/2017 04:44,Lab hold,Lab,Con,56915,33145,64,3897,13186,17083,680,1608,378,0,0,0,0,0,0,0,210,0,0.397827727,0.515402021,11.7574295,01/01/1986,gareth.snell.mp@parliament.uk,Snell,male,Gareth,44e23e6a-4d2c-4945-9b73-366c65eba5bb,https://upload.wikimedia.org/wikipedia/commons/9/99/Official_portrait_of_Gareth_Snell_crop_2.jpg,"Snell, Gareth",NA,NA,01/01/1986,35,https://en.wikipedia.org/wiki/Gareth_Snell,Keele University,FALSE,NA,NA,NA,-2.467350417,54.58856075
John Spellar,Labour,Labour,Warley,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14001016,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 01:45,Lab hold,Lab,Con,63739,40206,116,16483,10521,27004,777,1349,555,0,0,0,0,0,0,0,0,0,0.261677362,0.671641049,40.9963687,05/08/1947,john.spellar.mp@parliament.uk,NA,male,John,486e3536-3c99-41ed-ac0d-bd0210d00dd2,https://candidates.democracyclub.org.uk/media/images/5534f421b247335574a42e29.png,"Spellar, John",The Right Honourable,NA,05/08/1947,74,https://en.wikipedia.org/wiki/John_Spellar,"St Edmund Hall, Oxford",TRUE,NA,NA,NA,-2.467350417,53.46149363
Caroline Spelman,Conservative,Conservative,Meriden,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000812,E12000005,West Midlands,West Midlands,England,County,09/06/2017 02:54,Con hold,Con,Lab,81443,54643,97,19198,33873,14675,2663,2016,1416,0,0,0,0,0,0,0,0,0,0.619896419,0.268561389,35.1335029,04/05/1958,caroline@carolinespelman.com,Spelman,female,Caroline,f613eb5e-b24c-438e-aac4-d0e6c58179dc,https://candidates.democracyclub.org.uk/media/images/55321dbc29c5d53959d9e443.png,"Spelman, Dame Caroline",The Right Honourable,NA,04/05/1958,63,https://en.wikipedia.org/wiki/Caroline_Spelman,"Queen Mary College, University of London",FALSE,NA,NA,NA,-2.467350417,52.88645805
Chris Stephens,SNP,Other,Glasgow South West,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000035,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 03:21,SNP hold,SNP,Lab,62991,35378,66,60,5524,14326,661,481,0,14386,0,0,0,0,0,0,0,0,0.156142235,0.404940924,0.1695969,20/03/1973,chris.stephens.mp@parliament.uk,Stephens,male,Chris,d081b82a-cddd-4f56-88b3-627162109889,https://candidates.democracyclub.org.uk/media/images/553c2ebf62bbab35264e7ac6.png,"Stephens, Chris",NA,NA,20/03/1973,48,https://en.wikipedia.org/wiki/Chris_Stephens_(politician),NA,NA,NA,NA,NA,-4.098316465,56.75209056
Jo Stevens,Labour,Labour,Cardiff Central,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,W07000050,W92000004,South Glamorgan,Wales,Wales,Borough,09/06/2017 02:35,Lab hold,Lab,Con,59288,40367,80,17196,7997,25193,5415,343,420,0,999,0,0,0,0,0,0,0,0.198107365,0.624098893,42.5991528,06/09/1966,jo.stevens.mp@parliament.uk,Stevens,female,Joanna,7017a65c-a1e6-4045-a9d6-676564db115a,https://candidates.democracyclub.org.uk/media/images/5481e7cbb150e238702c056e.png,"Stevens, Jo",NA,NA,06/09/1966,55,https://en.wikipedia.org/wiki/Jo_Stevens,University of ManchesterManchester MetropolitanUniversity,FALSE,NA,NA,NA,-4.098316465,51.91086655
Bob Stewart,Conservative,Conservative,Beckenham,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000551,E12000007,London,London,England,Borough,09/06/2017 04:31,Con hold,Con,Lab,67925,51630,182,15087,30632,15545,4073,0,1380,0,0,0,0,0,0,0,0,0,0.59329847,0.301084641,29.2213829,07/07/1949,bob.stewart.mp@parliament.uk,Stewart,male,Bob,dc191a69-dce8-4faa-8926-d7d3a6bb5723,https://candidates.democracyclub.org.uk/media/images/55225674328bff5d39338a53.png,"Stewart, Bob",NA,NA,07/07/1949,72,https://en.wikipedia.org/wiki/Bob_Stewart_(politician),Royal Military Academy Sandhurst,FALSE,NA,NA,NA,-0.020900444,51.21507325
Iain Stewart,Conservative,Conservative,Milton Keynes South,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000822,E12000008,Buckinghamshire,South East,England,Borough,09/06/2017 04:22,Con hold,Con,Lab,92417,64546,122,1665,30652,28987,1895,1833,1179,0,0,0,0,0,0,0,0,0,0.474886128,0.449090571,2.5795557,18/09/1972,iain.stewart.mp@parliament.uk,Stewart,male,Iain,edd46a8a-7191-46e7-ae03-d469b97ee9e7,https://candidates.democracyclub.org.uk/media/images/5534f611b247335574a42e31.png,"Stewart, Iain",NA,NA,18/09/1972,49,https://en.wikipedia.org/wiki/Iain_Stewart_(politician),Exeter University,FALSE,NA,NA,NA,-1.923695557,52.69306362
Jamie Stone,Lib Dem,Other,"Caithness, Sutherland And Easter Ross",Male,0,0,0,0,0,0,0,0,0,0,1,0,0,S14000009,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 03:37,LD gain from SNP,LD,SNP,46868,30901,35,2044,6990,3833,11061,0,0,9017,0,0,0,0,0,0,0,0,0.226206272,0.124041293,6.6146727,16/06/1954,jamie.stone.mp@parliament.uk,Stone,male,Jamie,69a73e5b-f326-4c8d-ae18-ab63829e255d,https://upload.wikimedia.org/wikipedia/commons/9/96/Official_portrait_of_Jamie_Stone_crop_2.jpg,"Stone, Jamie",NA,NA,16/06/1954,67,https://en.wikipedia.org/wiki/Jamie_Stone_(politician),University of St Andrews,FALSE,NA,NA,NA,-3.826490034,57.87456602
Mel Stride,Conservative,Conservative,Central Devon,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000623,E12000009,Devon,South West,England,County,09/06/2017 05:18,Con hold,Con,Lab,74370,57844,84,15680,31278,15598,6770,1326,1531,0,0,0,0,0,0,0,1341,0,0.54073024,0.269656317,27.1073923,30/09/1961,mel.stride.mp@parliament.uk,Stride,male,Mel,143e9107-f2b6-4c8a-b51c-4b47647d4ef4,https://candidates.democracyclub.org.uk/media/images/5524a204f0e9e2c82406ebb1.png,"Stride, Mel",The Right Honourable,NA,30/09/1961,60,https://en.wikipedia.org/wiki/Mel_Stride,"St Edmund Hall, Oxford",TRUE,NA,NA,NA,-5.185630487,50.71154521
Graham Stuart,Conservative,Conservative,Beverley And Holderness,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000556,E12000003,Humberside,Yorkshire and The Humber,England,County,09/06/2017 03:43,Con hold,Con,Lab,80657,55638,184,14042,32499,18457,2808,0,716,0,0,0,0,0,0,0,1158,0,0.584115173,0.331733707,25.2381466,12/03/1962,grahamstuartmp@parliament.uk,Stuart,male,Graham,a94952c5-d69c-45af-b8b3-c45d15e155d5,https://candidates.democracyclub.org.uk/media/images/5515a06f4fb3d15c51926de4.png,"Stuart, Graham",NA,NA,12/03/1962,59,https://en.wikipedia.org/wiki/Graham_Stuart_(politician),"Selwyn College, University of Cambridge",TRUE,NA,NA,NA,-0.564555628,55.23197719
Rishi Sunak,Conservative,Conservative,Richmond (Yorks),Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000895,E12000003,North Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 03:58,Con hold,Con,Lab,80905,57013,135,23108,36458,13350,3360,0,1739,0,0,0,0,0,0,0,2106,0,0.639468191,0.234157122,40.5311069,12/05/1980,rishi.sunak.mp@parliament.uk,NA,male,Rishi,f1cbbdc0-5fb2-400b-afff-fb1b64d73fc0,https://candidates.democracyclub.org.uk/media/images/54cd19c8668e142f73d3b49d.png,"Sunak, Rishi",NA,NA,12/05/1980,41,https://en.wikipedia.org/wiki/Rishi_Sunak,"Lincoln College, Oxford (BA)Stanford University (MBA)",TRUE,NA,NA,NA,-1.380040571,55.68528453
Robert Syms,Conservative,Conservative,Poole,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000881,E12000009,Dorset,South West,England,Borough,09/06/2017 04:15,Con hold,Con,Lab,73796,49850,126,14209,28888,14679,4433,0,1299,0,0,0,0,0,0,0,551,0,0.579498495,0.29446339,28.5035105,15/08/1956,symsmp.office@parliament.uk,Syms,male,Robert,45e9b82d-1955-44d7-b0b2-f8e081e7d5c8,https://candidates.democracyclub.org.uk/media/images/55356e81367dc5383f552cb2.png,"Syms, Sir Robert",NA,NA,15/08/1956,65,https://en.wikipedia.org/wiki/Robert_Syms,NA,NA,NA,NA,NA,-3.554664341,50.71154521
Alison Thewliss,SNP,Other,Glasgow Central,Female,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000029,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 02:53,SNP hold,SNP,Lab,64346,35984,114,2267,5014,13829,1045,0,0,16096,0,0,0,0,0,0,0,0,0.139339707,0.384309693,6.3000222,13/09/1982,alison.thewliss.mp@parliament.uk,Thewliss,female,Alison,119a93d0-84b9-412f-bf43-6fa4eb852fdb,https://candidates.democracyclub.org.uk/media/images/553c9d60e22f98bc5d30fa64.png,"Thewliss, Alison",NA,NA,13/09/1982,39,https://en.wikipedia.org/wiki/Alison_Thewliss,University of Aberdeen,FALSE,NA,NA,NA,-3.826490034,57.01416985
Gareth Thomas,Labour,Labour,Harrow West,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000732,E12000007,London,London,England,Borough,09/06/2017 03:25,Lab hold,Lab,Con,69797,50355,128,13314,17326,30640,1267,470,652,0,0,0,0,0,0,0,0,0,0.344077053,0.608479793,26.4402741,25/09/1954,NA,Thomas,male,Gareth,34f3ef9e-1d74-4acd-8205-ed0e7e8f9fb0,https://upload.wikimedia.org/wikipedia/commons/2/2b/Gareth_Thomas_Clwyd_and_Aberconwy_Count_National_Assembly_Election_2016.JPG,NA,NA,NA,25/09/1954,67,https://en.wikipedia.org/wiki/Gareth_Thomas_(Welsh_politician),Aberystwyth University,FALSE,NA,NA,NA,-1.651868975,52.00939727
Gareth Thomas,Labour,Labour,Harrow West,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000732,E12000007,London,London,England,Borough,09/06/2017 03:25,Lab hold,Lab,Con,69797,50355,128,13314,17326,30640,1267,470,652,0,0,0,0,0,0,0,0,0,0.344077053,0.608479793,26.4402741,15/07/1967,gareth.thomas.mp@parliament.uk,Thomas,male,Gareth,9c85901a-18bc-40f7-8423-71f3e1411b2a,https://candidates.democracyclub.org.uk/media/images/5534f8e8b247335574a42e3e.png,"Thomas, Gareth",NA,NA,15/07/1967,54,https://en.wikipedia.org/wiki/Gareth_Thomas_(English_politician),"Aberystwyth University, University of Greenwich, King's College London",FALSE,NA,NA,NA,-1.651868975,52.00939727
